Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Dominica,DMA,,,,,,,,,,124.02315,114.88095,117.59398,106.98366,98.41499,102.22841,103.68349,91.63237,93.61702,91.8429,88.21604,
Dominican Republic,DOM,,,,,,,,,,74.20285,79.33246,93.07801,91.9636,89.4788,86.13208,,84.61276,90.18401,,89.43654,
Ecuador,ECU,,,,,91.71848,90.14824,90.18592,93.97921,,97.74575,98.63966,100.3706,100.40959,100.78654,101.17836,106.34353,106.04204,106.72275,,,
"Egypt, Arab Rep.",EGY,,,,,,,,78.56639,,85.66338,84.42759,82.63349,83.79921,83.90606,86.95611,88.80596,88.62914,92.98264,,94.50274,
El Salvador,SLV,,66.17773,67.46708,69.71273,,71.30939,75.08653,,79.14268,86.71133,85.90362,86.50895,85.67999,85.12547,86.00779,87.05906,86.02308,90.31255,91.11011,,
Equatorial Guinea,GNQ,,,,,47.82317,,,,,41.95548,,39.38009,37.66037,29.40067,,43.12034,,,41.78308,45.58732,49.75436
Eritrea,ERI,,,,,15.39693,19.89642,26.15443,29.02092,,30.04773,32.5842,33.48244,30.23659,32.423,35.26414,44.79394,42.27578,41.49111,41.62789,43.18396,
Estonia,EST,,,,,,81.82523,91.89974,,,89.29539,90.41745,96.1528,98.32763,100.32807,100.67912,104.35384,97.92273,99.53724,100.55144,,
Ethiopia,ETH,,,,,12.67423,12.04316,12.62692,,13.31766,14.60031,16.19974,19.85867,22.36376,25.14978,28.70851,35.69771,41.95401,43.08559,48.05361,53.23874,
Faeroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,,,,,,,,,109.93244,104.54106,99.53692,103.82653,106.31894,105.91834,102.55285,101.35582,97.83026,90.27465,91.40959,,
Finland,FIN,102.0096,96.93592,96.68197,94.8431,95.67954,99.37374,102.46043,,99.137,96.96735,97.32963,102.67872,101.11093,101.97857,99.99071,99.17848,96.85767,98.0445,97.05688,96.875,
France,FRA,,,,,,,,,,97.62684,97.56317,,,,,,,,,,
French Polynesia,PYF,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,,,65.11793,,,67.46113,69.37019,70.14585,,,,,73.85324,70.94273,,,,,,,
"Gambia, The",GMB,,,34.02033,34.13852,32.16284,36.68108,45.27787,,,66.04715,66.30427,67.99383,65.60268,70.60784,69.84794,68.0468,66.25519,74.45778,82.50483,79.34104,72.79359
Georgia,GEO,,,,,,,,,,84.80585,98.13972,101.16441,99.55618,89.60708,93.06206,83.15784,83.20212,89.63504,96.72487,104.44156,
Germany,DEU,,,,99.92614,96.10697,95.77173,96.66911,99.34258,,102.97044,104.94426,105.06947,99.8917,98.09493,96.74025,95.87704,99.16368,105.09089,103.72409,103.70862,
Ghana,GHA,,55.85554,57.87207,,,,,,,62.06576,65.06312,62.2762,63.77457,69.17435,62.05948,70.29971,68.16333,73.50369,80.08795,80.77561,
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,,,98.29646,,,,,,,,,,,,100.85438,100.29556,102.57081,100.88325,,,
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,,,,,,,,,,,66.42442,76.46628,85.41353,96.78431,,112.24847,,100.95969,109.9108,117.27642,
Guam,GUM,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,,,,,,,43.28131,,,47.70762,52.38994,55.13495,59.32267,60.50504,65.05906,69.09655,72.60612,73.7751,76.87614,,
Guinea,GIN,8.69378,9.02,8.96629,9.89033,10.73716,9.95992,,,14.21915,16.82808,20.10706,22.73743,26.91623,29.80616,39.09107,45.66734,51.73021,53.21319,46.66707,52.56243,
Guinea-Bissau,GNB,,,,,,,,,,22.03549,22.15586,,,,,,,,,,
Guyana,GUY,,,89.4611,89.11312,,74.6037,82.24161,83.23543,,102.38157,113.26238,93.88272,94.35701,88.94345,91.28409,,,113.274,108.53689,108.77731,
Haiti,HTI,27.17404,26.10666,,,,,,45.68505,,,,,,,,,,,,,
Honduras,HND,,60.98726,,73.10999,,,,,,,,,,,82.83716,84.27914,91.13381,,92.67406,,
"Hong Kong SAR, China",HKG,,,,,,,,,,,,,,101.77343,98.13614,94.19302,92.95371,94.26555,92.02964,93.35592,
Hungary,HUN,90.1032,,,,,,,97.92808,100.00994,96.47424,96.79173,98.23673,99.86947,97.48722,97.52232,95.50226,98.58584,93.87487,94.17696,94.71497,
Iceland,ISL,,,,,,,,,94.21206,91.10024,94.87054,105.52593,103.37934,108.25603,97.11061,97.21608,100.87374,95.98253,94.05024,97.1339,
India,IND,,,,,,63.73668,,,,61.54167,64.22309,65.60493,68.6099,76.43813,80.97752,82.60574,83.30966,91.69975,94.28475,,
Indonesia,IDN,,,,,,99.54363,98.59602,96.85421,,,,98.69667,100.82935,102.12138,103.68427,103.13803,101.95105,106.87518,105.63443,109.66444,
"Iran, Islamic Rep.",IRN,78.093,81.94595,85.72609,91.83636,91.71443,96.6666,,97.15921,,,99.4711,104.20552,104.03526,96.76993,111.8562,114.46346,97.98406,94.11625,96.93329,100.86005,
Iraq,IRQ,,,,52.30669,,,,,,50.07854,49.25919,53.26548,,66.57711,65.50912,,,53.99505,,,
Ireland,IRL,,,102.92303,103.96308,102.42492,101.78698,,,97.20185,98.7013,97.42094,95.19189,96.82978,99.34963,101.16595,97.14156,,,,,
Isle of Man,IMY,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,,,,,,,,,,,,,101.17542,101.46647,105.42576,101.26285,101.17905,103.62716,99.75671,103.34139,
Italy,ITA,99.02357,97.28094,98.91936,,102.53019,98.53751,100.22428,97.18633,,100.90029,101.8614,104.26035,102.51859,102.95594,101.65853,99.4356,98.73783,100.44256,103.96045,,
Jamaica,JAM,98.36869,97.71823,,94.27973,,,,,,,90.08113,85.10607,89.33578,,84.53694,81.70827,,90.04308,,,
Japan,JPN,100.69351,102.38175,102.42424,,99.81364,,,,101.81155,,,,,,,,,,,102.21461,
Jordan,JOR,98.09221,101.12113,101.72945,101.68891,103.83727,,98.23048,,,94.49701,96.60399,,90.89944,93.28842,92.98717,96.8027,95.50162,98.88947,98.75757,,
Kazakhstan,KAZ,,,,,102.8817,,,,,,94.85576,94.71838,95.85827,97.4026,105.46707,107.0476,103.79866,100.97872,104.79987,104.85737,108.48413
Kenya,KEN,,,,,,,,,,,,,,,86.16877,88.93764,,,,,
Kiribati,KIR,101.73913,,,,,113.14917,,,,106.56219,94.61538,116.66667,110.74766,111.27542,116.43836,118.41155,,,,,
"Korea, Dem. Rep.",PRK,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,100.0107,99.84244,112.2716,112.01945,114.78983,112.06957,,,97.23161,101.3994,103.18132,103.44542,99.09986,104.70582,101.25183,96.158,94.82861,96.89489,97.11035,100.88855,
Kosovo,KSV,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,,,55.88783,,80.39956,80.40051,103.7548,103.73221,,99.01254,97.2973,83.6127,86.23014,90.8521,91.76362,96.92545,91.60313,98.44793,,93.37805,
Kyrgyz Republic,KGZ,,,,,,,,,,95.04917,94.07178,92.28691,91.77886,89.62583,92.46184,96.5827,99.10499,93.3215,91.67182,94.58987,
Lao PDR,LAO,,,36.40992,39.49347,42.86547,,51.00215,53.46402,58.79508,64.14989,63.31302,64.55953,65.91007,65.40805,65.32938,66.74695,67.81451,69.31838,70.99478,,
Latvia,LVA,,,,,,,,,,95.42072,95.67377,98.36925,95.60317,98.09319,94.42146,91.79592,91.43394,94.04284,93.47522,90.03225,
Lebanon,LBN,,,,,,,,,87.23404,102.17301,,,,,,,86.23692,87.14873,88.82377,86.98552,
Lesotho,LSO,75.46562,76.02097,77.74811,76.76987,78.65594,,76.41575,,74.28035,70.69799,69.72679,71.16555,73.05714,74.67259,77.6943,73.04314,91.77863,83.82035,79.36175,79.3712,
Liberia,LBR,,,,,,,,,,,,,,,,,,57.72247,52.52244,,
Libya,LBY,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,,,,,,,,,,,,,,95.19231,98.17352,,92.27273,108.65385,95.45455,101.4218,
Lithuania,LTU,,,,,,92.87315,97.19093,97.4851,,97.2942,98.07606,103.49666,103.4863,105.57199,98.23988,91.00426,93.42817,96.17436,91.93514,94.05468,
Luxembourg,LUX,,,,,,,,,,,,86.39937107,86.75851512,84.45190157,83.63041106,81.53681964,86.41285365,84.50413223,84.8773842,,
"Macao SAR, China",MAC,97.11037,,98.22461,94.04319,,,,,,96.06799,101.75968,100.93434,100.43736,96.14156,101.78372,96.3192,102.06314,99.3998,101.39186,95.29096,
"Macedonia, FYR",MKD,,,,,,97.94125,98.94828,100.03117,,101.06728,99.01715,97.6065,101.97061,96.7041,96.65829,97.53599,92.34037,92.16898,92.73504,91.9811,
Madagascar,MDG,37.68816,36.61676,33.10908,34.73557,32.43339,31.04152,32.61148,,31.99057,35.11861,37.7662,37.33874,37.18033,41.12358,47.58306,59.8143,59.01867,63.78361,71.19566,79.04914,
Malawi,MWI,24.15044,27.10501,31.1602,32.47812,35.29379,46.22422,55.88958,,,62.7796,61.67952,63.63851,64.18138,56.95871,55.0006,54.29139,53.83693,54.52292,58.22741,60.46722,
Malaysia,MYS,89.76969,90.79431,90.76864,91.55557,,,,,95.97424,93.40384,,,91.88182,91.53075,94.92568,98.1225,96.22985,95.88412,97.28204,,
Maldives,MDV,,,,,,,,,,,,,,150.9347,149.82042,133.78484,124.6579,,108.95655,111.86228,
Mali,MLI,,,,,,,,,,,23.60878,25.85392,28.01497,30.86776,32.88911,34.81317,40.14725,43.65494,48.13344,51.53796,56.09967
Malta,MLT,101.39186,100.49804,101.63121,106.86726,103.4312,96.49309,100.5694,95.02149,101.51734,104.52885,109.24556,106.25703,106.45651,104.39476,101.84097,97.84775,,98.00747,98.76805,,
Marshall Islands,MHL,,,,,,,,,,83.52638,,,110.70912,89.4081,,94.23423,106.85185,108.92532,99.30915,94.07051,
Mauritania,MRT,21.82516,26.17333,25.47583,28.08484,27.63683,28.44828,30.26799,34.40112,41.11359,,,44.44583,43.0722,,,44.82067,46.16573,59.1798,65.66467,,
Mauritius,MUS,113.52088,115.26009,113.11656,104.61725,99.59134,95.95607,92.9657,90.78718,96.51281,100.61374,102.15427,104.48067,101.43623,99.8025,99.02425,95.60022,91.4451,92.36677,90.51314,89.79024,
Mayotte,MYT,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,,,,91.85866,93.63422,96.88114,98.59626,98.78989,,99.43037,100.26889,100.80706,101.82792,100.92966,102.42729,102.97179,103.15666,104.51304,104.6594,104.03991,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,,,,,,94.39139,,,,94.40575,,97.5408,96.39881,95.16994,96.50727,99.41259,97.64873,92.87085,90.48338,91.46501,
Monaco,MCO,,,,,,,,,,,,,,,,,,,,131.42857,
Mongolia,MNG,,,,,,77.37499,85.18417,85.19178,95.30767,92.47576,92.73666,96.07084,99.70219,100.45855,95.93532,96.35451,110.03748,111.73136,92.39276,,
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,41.76376,39.08828,38.16729,38.57533,38.6253,39.96597,41.16831,42.6307,44.76404,47.28432,50.13742,53.01846,56.16042,62.60121,71.45356,76.72704,79.96846,79.22761,77.58442,77.021,
Mozambique,MOZ,20.71721,21.02227,19.98445,20.0112,19.98585,20.29108,,,,11.03894,12.51822,14.35073,17.2132,,23.73592,34.21661,34.20583,39.17181,51.98261,50.55986,55.44789
Myanmar,MMR,,,,,,,,,,71.29858,77.80505,78.81054,80.59626,83.77418,86.80938,,,99.67065,99.90544,99.68602,
Namibia,NAM,,,81.4106,,76.54115,,,,102.33376,100.3282,97.37989,97.82969,98.03581,97.35299,90.18009,90.08104,87.9155,88.02491,85.76631,91.20298,
Nepal,NPL,,,41.21535,,,,,,,54.58463,56.99258,58.91477,63.17567,,,,,,,,
Netherlands,NLD,,,,,,,,,,97.21633,96.22568,96.81293,99.19157,,,,,,,,
New Caledonia,NCL,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,,,,,,,,,,,,,,,,,,,,,
Nicaragua,NIC,,,,53.11707,58.10576,53.43953,,,,69.95444,69.73556,70.83308,76.87701,74.77306,74.53598,77.27852,77.05057,78.21774,78.36986,,
Niger,NER,10.80695,12.66332,13.07556,12.48896,,9.79225,13.88173,13.49206,,14.36693,14.36483,14.97247,16.51094,16.50647,20.84316,23.11372,25.81323,31.37993,31.4865,33.58037,35.06762
Nigeria,NGA,,,,,,,,,,,,,,67.26303,68.70652,71.85321,74.73279,73.69219,,,
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,95.8705,100.06277,101.81141,101.01566,,,,,97.96277,97.2542,98.85889,101.81535,102.12523,102.75034,101.2628,98.24321,97.42426,96.76306,97.49005,99.41983,
Oman,OMN,62.31075,,70.04148,,71.37536,74.53742,78.24742,80.74205,81.72397,83.30162,80.70124,83.04113,85.66131,88.41014,,,,,,79.05226,
Pakistan,PAK,,,,,,,,,,,,,,,,50.4035,51.48375,53.66497,53.43281,53.90373,
Palau,PLW,,,,,,,,,,88.81988,90.36145,,,,,,,,,,
Panama,PAN,,,,,,,,,,91.73475,93.52402,94.32615,95.43941,96.33028,96.93195,96.56897,94.54415,99.3243,102.09101,101.39487,
Papua New Guinea,PNG,43.00875,41.94143,41.93088,44.20228,47.11661,47.35132,,,45.86668,,48.77175,,,,,,,,,,
Paraguay,PRY,65.08558,69.07451,72.49634,76.05525,75.98195,77.80064,81.38818,,92.73918,90.35097,92.57283,94.24038,94.15411,96.4297,95.28987,95.82889,94.57613,95.43373,95.03702,94.67091,
Peru,PER,,,,,,89.03698,,,96.86518,101.94778,100.02992,95.37184,95.33432,100.63272,100.31323,100.1169,100.62412,102.42146,101.04669,,
Philippines,PHL,,,,,,,,,88.48465,90.06327,,106.30335,98.58196,98.78155,97.18867,97.65819,95.59348,95.14203,96.58108,,
Poland,POL,,,,,,,,,,,,,,,,,,,,95.4759,
Portugal,PRT,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,72.08501,71.72489,69.91827,68.79835,69.49797,67.90859,56.51964,,88.6966,86.98644,,,,96.81583,,116.63148,121.76022,119.80583,111.51751,106.24458,
Romania,ROM,96.04314,,,78.34266,,,,,,103.29737,102.05889,94.73584,87.22758,89.16459,92.53052,98.42544,100.73826,121.02363,95.57473,96.38323,
Russian Federation,RUS,,,,,92.62343,90.93489,,,,,,,,,,,,,,,
Rwanda,RWA,47.9094,49.55451,51.85447,,,,,,,27.54785,20.4028,22.14421,28.16784,38.33203,39.06962,,,,55.89971,,
Samoa,WSM,,,,,,,,,,89.91878,95.81201,94.08553,91.57379,95.84245,97.97675,,,99.62764,,89.9549,
San Marino,SMR,,,,,,,,,,,,,,,,,,,,92.99363,
Sao Tome and Principe,STP,,,,,,,,,,49.55556,,,66.76284,62.04751,75.09621,76.254,74.60317,72.41206,75.91675,,88.72217
Saudi Arabia,SAU,,,,,,,,,,,,,,,,87.18731,,90.79967,91.67921,89.48449,
Senegal,SEN,32.34597,,30.94868,,30.5421,,32.61277,33.24366,35.78504,,32.9276,37.12497,40.29274,40.71334,43.09756,47.60773,46.25075,47.85504,55.66287,57.31513,
Serbia,SRB,,,,,,,,,,,,,,,,,,100.68998,104.79945,95.88169,
Seychelles,SYC,,,,,,,,,111.03448,115.65097,108.44875,111.84573,110.65574,109.34959,104.18919,112.22826,,108.79433,109.50292,104.21053,
Sierra Leone,SLE,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,,,,95.65346,97.56441,98.18614,96.95125,96.9088,98.93045,97.80292,96.32389,101.15305,98.91307,99.98281,99.27737,93.7083,92.2789,94.13783,95.6982,97.76707,
Slovenia,SVN,,,,,,,,97.01623,101.3974,100.71453,95.30329,96.67979,94.37703,98.55991,,,,,95.72519,95.65842,
Solomon Islands,SLB,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,,80.32223,,,,,,,92.95899,87.46567,87.63297,,94.16687,97.04604,99.42564,92.45229,81.36919,85.85189,93.63595,93.72143,
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,102.93978,,,100.68861,100.98562,,,,,,,,,,103.66572,,97.47713,98.38123,100.41481,102.92273,
Sri Lanka,LKA,97.73887,100.94718,101.92005,,,,,,94.3385,,,106.66708,,,,111.93815,109.57063,105.04803,98.89867,97.9129,
St. Kitts and Nevis,KNA,,,104.52586,,,,,,,,103.82979,104.79303,106.23608,89.47368,112.17799,108.07601,,96.9555,87.5,97.36264,
St. Lucia,LCA,123.35217,111.79811,,113.8166,,,,,,102.93619,93.99214,100.44843,106.02138,101.41723,99.82788,95.92312,105.21018,101.3261,98.34152,93.42105,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,,,,,,,,,,,,92.65092,96.35879,100,114.44142,115.67369,,,104.53258,,
Sudan,SDN,,,,,,,,,,33.87364,33.87586,35.10789,36.68542,38.99188,,,,44.02076,46.84616,,
Suriname,SUR,,,,,,,,,,,,99.73987,,,,90.35568,100,82.68934,95.46036,,
Swaziland,SWZ,66.00883,63.72796,64.59362,63.05312,64.01054,66.03886,62.93891,64.09713,64.26598,61.90415,61.87625,58.11786,61.61286,60.70234,62.94908,66.85592,66.73462,69.24315,,,
Sweden,SWE,96.14679,96.486,101.26245,108.34862,106.59151,,,,,101.72701,101.09286,102.24643,101.73748,104.07387,99.46997,97.22431,94.45685,94.70976,93.57374,94.90679,
Switzerland,CHE,52.13165,53.64496,55.50594,60.35145,61.18438,,72.40743,,,96.56155,98.13695,98.94665,99.30747,99.47002,100.00706,97.6997,95.16981,94.34872,95.06032,97.76449,
Syrian Arab Republic,SYR,83.31081,84.25078,87.43164,78.98556,80.23663,79.86245,81.42202,80.74083,81.33037,82.55521,83.02456,84.77943,86.70198,102.56031,105.16353,110.09106,113.86675,112.89684,112.76148,111.4821,
Tajikistan,TJK,,,,,,,,,,92.64251,89.84256,93.598,94.82033,92.25325,89.45965,,103.7581,92.74533,,,
Tanzania,TZA,,,54.66602,57.52088,,,,58.97135,48.48607,58.50187,,55.95141,59.94169,,57.61587,53.88718,70.99382,80.7938,,102.44461,
Thailand,THA,,,,,,,,,,86.72319,,,,,,,,,,,
Timor-Leste,TMP,,,,,,,,,,,,,,,,,,,79.03951,,
Togo,TGO,22.13294,22.424,23.18483,,18.23609,25.77623,29.74656,,,38.7575,46.72033,52.98721,,55.56955,57.81473,57.39351,57.54307,,51.76233,51.95102,
Tonga,TON,119.21053,95.51724,,119.60298,,,,,96.31491,101.10733,,105.0391,106.08696,,,111.42612,108.14053,,,,
Trinidad and Tobago,TTO,,104.68886,104.3068,100.31979,,,88.59255,87.73367,,94.16811,87.53598,81.81681,,85.15586,92.25175,91.06017,,94.80451,91.64673,93.08316,
Tunisia,TUN,75.00238,69.62194,,70.65724,78.14888,88.59165,87.12933,89.7135,,89.06228,87.86504,88.87273,92.9626,96.15733,99.54496,102.42378,,101.83005,92.9992,92.05121,
Turkey,TUR,83.90396,86.49472,92.2725,86.60161,87.23303,86.18923,,,,,,,,,87.15627,91.04613,88.81833,88.54116,91.51962,,
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,101.19048,79.54545,91.89189,90.59406,,,,,
Tuvalu,TUV,,,,,,,,,,,112.14953,108.25688,101.92308,104.62963,106.25,110.34483,109.2437,,,,
Uganda,UGA,,,,,,,,,,,,52.2793,55.46675,56.2861,52.59335,52.18812,,49.64252,55.19796,72.75667,
